,movieid,title,year,romance,sci-fi,animation,film-noir,musical,adventure,thriller,horror,documentary,fantasy,mystery,children,comedy,crime,western,imax,war,drama,action,average_rating,num_ratings
1687,2125,Ever After: A Cinderella Story,1998.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3.619047619047619,21
6844,59369,Taken,2008.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,3.619047619047619,42
7022,64969,Yes Man,2008.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3.6176470588235294,34
539,594,Snow White and the Seven Dwarfs,1937.0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,3.616883116883117,77
2311,2916,Total Recall,1990.0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,3.6145833333333335,96
2312,95875,Total Recall,2012.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3.6145833333333335,96
5860,27904,"Scanner Darkly, A",2006.0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,3.6136363636363638,22
8718,122920,Captain America: Civil War,2016.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3.6136363636363638,22
467,508,Philadelphia,1993.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.6136363636363638,66
201,224,Don Juan DeMarco,1995.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3.6125,40
1228,1500,Grosse Pointe Blank,1997.0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,3.610169491525424,59
329,353,"Crow, The",1994.0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,3.609375,64
5518,8970,Finding Neverland,2004.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.609375,32
2100,2640,Superman,1978.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3.6065573770491803,61
325,349,Clear and Present Danger,1994.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,3.6045454545454545,110
3853,5110,Super Troopers,2001.0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,3.6041666666666665,24
474,515,"Remains of the Day, The",1993.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.6041666666666665,24
2508,3168,Easy Rider,1969.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3.603448275862069,29
7296,72998,Avatar,2009.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,3.6030927835051547,97
6633,54259,Stardust,2007.0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,3.6029411764705883,34
1516,1947,West Side Story,1961.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.6029411764705883,34
7632,85414,Source Code,2011.0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,3.6029411764705883,34
1090,1333,"Birds, The",1963.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3.602272727272727,44
1704,2144,Sixteen Candles,1984.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3.6020408163265305,49
1349,1680,Sliding Doors,1998.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.6,25
4227,5816,Harry Potter and the Chamber of Secrets,2002.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,3.5980392156862746,102
321,345,"Adventures of Priscilla, Queen of the Desert, The",1994.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3.5972222222222223,36
7369,106696,Frozen,2013.0,1,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,3.596774193548387,31
7368,75395,Frozen,2010.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,3.596774193548387,31
7690,87306,Super 8,2011.0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,3.5952380952380953,21
6585,53000,28 Weeks Later,2007.0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3.5952380952380953,21
7021,64957,"Curious Case of Benjamin Button, The",2008.0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,3.5945945945945947,37
1147,1393,Jerry Maguire,1996.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.5941176470588236,85
1017,64497,"Day the Earth Stood Still, The",2008.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,3.59375,32
1016,1253,"Day the Earth Stood Still, The",1951.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3.59375,32
2560,3252,Scent of a Woman,1992.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.5925925925925926,27
2659,3396,"Muppet Movie, The",1979.0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,3.590909090909091,33
3336,4308,Moulin Rouge,2001.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.590909090909091,55
6310,45186,Mission: Impossible III,2006.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,3.5892857142857144,28
951,1186,"Sex, Lies, and Videotape",1989.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.5869565217391304,23
324,348,Bullets Over Broadway,1994.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3.5833333333333335,30
2763,3527,Predator,1987.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3.581967213114754,61
1720,2161,"NeverEnding Story, The",1984.0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,3.5813953488372094,43
2513,3175,Galaxy Quest,1999.0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3.58,75
838,1025,"Sword in the Stone, The",1963.0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,3.58,25
8334,106489,"Hobbit: The Desolation of Smaug, The",2013.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,3.58,25
8293,104841,Gravity,2013.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3.578125,32
1315,1639,Chasing Amy,1997.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3.576923076923077,52
5298,8360,Shrek 2,2004.0,1,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,3.5760869565217392,92
2372,2987,Who Framed Roger Rabbit?,1988.0,0,0,1,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,3.5721649484536084,97
1576,2005,"Goonies, The",1985.0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,3.5701754385964914,57
1932,2423,Christmas Vacation (National Lampoon's Christmas Vacation),1989.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3.566666666666667,30
1481,1907,Mulan,1998.0,1,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,3.566666666666667,45
5364,8533,"Notebook, The",2004.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.5657894736842106,38
2599,3300,Pitch Black,2000.0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3.5641025641025643,39
8195,102125,Iron Man 3,2013.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,3.5625,32
144,163,Desperado,1995.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3.5606060606060606,66
7674,86882,Midnight in Paris,2011.0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,3.56,25
6330,45720,"Devil Wears Prada, The",2006.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3.5588235294117645,34
6147,39183,Brokeback Mountain,2005.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.5588235294117645,34
2725,3476,Jacob's Ladder,1990.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,3.5576923076923075,26
6178,40629,Pride & Prejudice,2005.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.5555555555555554,27
2440,3072,Moonstruck,1987.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3.5555555555555554,27
146,165,Die Hard: With a Vengeance,1995.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,3.5555555555555554,144
507,551,"Nightmare Before Christmas, The",1993.0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,3.553763440860215,93
6898,60756,Step Brothers,2008.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3.5535714285714284,28
5015,7293,50 First Dates,2004.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3.5531914893617023,47
5359,8528,Dodgeball: A True Underdog Story,2004.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3.551282051282051,39
2936,3751,Chicken Run,2000.0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3.551282051282051,78
2308,2908,Boys Don't Cry,1999.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.551282051282051,39
432,471,"Hudsucker Proxy, The",1994.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3.55,40
1911,2403,First Blood (Rambo: First Blood),1982.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,3.55,30
2438,3070,"Adventures of Buckaroo Banzai Across the 8th Dimension, The",1984.0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3.5476190476190474,21
2374,2989,For Your Eyes Only,1981.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,3.5476190476190474,21
6093,35836,"40-Year-Old Virgin, The",2005.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3.5472972972972974,74
7712,88140,Captain America: The First Avenger,2011.0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,3.546875,32
403,440,Dave,1993.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3.5460526315789473,76
552,610,Heavy Metal,1981.0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,3.5454545454545454,33
132,151,Rob Roy,1995.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3.5454545454545454,44
1905,2395,Rushmore,1998.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3.544642857142857,56
1699,2140,"Dark Crystal, The",1982.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,3.5441176470588234,34
106,112,Rumble in the Bronx (Hont faan kui),1995.0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,3.5434782608695654,46
516,562,Welcome to the Dollhouse,1995.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3.5434782608695654,23
468,509,"Piano, The",1993.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.540983606557377,61
3968,5349,Spider-Man,2002.0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,3.540983606557377,122
1208,1476,Private Parts,1997.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3.5384615384615383,26
202,225,Disclosure,1994.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3.5384615384615383,52
911,1120,"People vs. Larry Flynt, The",1996.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3.537037037037037,27
1112,45662,"Omen, The",2006.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3.537037037037037,27
1111,1350,"Omen, The",1976.0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,3.537037037037037,27
579,648,Mission: Impossible,1996.0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,3.537037037037037,162
1236,1517,Austin Powers: International Man of Mystery,1997.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,3.535,100
6125,37729,Corpse Bride,2005.0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,3.534090909090909,44
415,454,"Firm, The",1993.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3.5294117647058822,102
416,95624,"Firm, The",2009.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.5294117647058822,102
353,377,Speed,1994.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3.5292397660818713,171
5869,30812,"Aviator, The",2004.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.5285714285714285,35
2668,3408,Erin Brockovich,2000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.5285714285714285,70
2053,2572,10 Things I Hate About You,1999.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3.5277777777777777,54
1596,7842,Dune,2000.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3.524390243902439,41
1595,2021,Dune,1984.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.524390243902439,41
2600,3301,"Whole Nine Yards, The",2000.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,3.5238095238095237,42
6961,62434,Zack and Miri Make a Porno,2008.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3.5238095238095237,21
1799,2278,Ronin,1998.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,3.5232558139534884,43
1695,2137,Charlotte's Web,1973.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3.5208333333333335,24
1696,49647,Charlotte's Web,2006.0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,3.5208333333333335,24
4038,5464,Road to Perdition,2002.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3.520408163265306,49
5527,8983,House of Flying Daggers (Shi mian mai fu),2004.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3.52,25
333,357,Four Weddings and a Funeral,1994.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3.5194174757281553,103
4104,5574,"Transporter, The",2002.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3.519230769230769,26
8709,122892,Avengers: Age of Ultron,2015.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3.5185185185185186,27
277,300,Quiz Show,1994.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.5185185185185186,81
4293,5956,Gangs of New York,2002.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3.518181818181818,55
1067,1302,Field of Dreams,1989.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,3.517857142857143,56
1866,2355,"Bug's Life, A",1998.0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,3.516304347826087,92
2564,3256,Patriot Games,1992.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,3.5161290322580645,31
7656,86332,Thor,2011.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,3.514705882352941,34
4399,6188,Old School,2003.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3.5128205128205128,39
3275,4223,Enemy at the Gates,2001.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3.5125,40
7403,77561,Iron Man 2,2010.0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,3.5106382978723403,47
1651,74089,Peter Pan,1960.0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,3.5104166666666665,48
1650,7164,Peter Pan,2003.0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,3.5104166666666665,48
1649,2087,Peter Pan,1953.0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,3.5104166666666665,48
5338,8464,Super Size Me,2004.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,3.51,50
3133,4703,Chocolat,1988.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.5098039215686274,51
3132,4014,Chocolat,2000.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.5098039215686274,51
3670,4816,Zoolander,2001.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3.509259259259259,54
64,70,From Dusk Till Dawn,1996.0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,3.5090909090909093,55
6059,34162,Wedding Crashers,2005.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3.5086206896551726,58
6331,45722,Pirates of the Caribbean: Dead Man's Chest,2006.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,3.5069444444444446,72
1583,2011,Back to the Future Part II,1989.0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3.5057471264367814,87
6127,37733,"History of Violence, A",2005.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,3.5,27
2648,3386,JFK,1991.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,3.5,31
1037,1271,Fried Green Tomatoes,1991.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,3.5,30
345,368,Maverick,1994.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,3.5,74
1421,1801,"Man in the Iron Mask, The",1998.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,3.5,25
3556,4641,Ghost World,2001.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3.5,34
1261,1569,My Best Friend's Wedding,1997.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3.5,40
3106,3984,Diamonds Are Forever,1971.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,3.5,21
6354,46723,Babel,2006.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3.5,31
1904,2394,"Prince of Egypt, The",1998.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,25
6919,61132,Tropic Thunder,2008.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,3.5,33
356,380,True Lies,1994.0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,3.497191011235955,178
10,10,GoldenEye,1995.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,3.496212121212121,132
21,21,Get Shorty,1995.0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,3.49438202247191,89
124,141,"Birdcage, The",1996.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3.494186046511628,86
1864,2353,Enemy of the State,1998.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3.4925373134328357,67
5404,8644,"I, Robot",2004.0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,3.4918032786885247,61
835,130073,Cinderella,2015.0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,3.4886363636363638,44
833,1022,Cinderella,1950.0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,3.4886363636363638,44
834,63239,Cinderella,1997.0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,3.4886363636363638,44
7836,91658,"Girl with the Dragon Tattoo, The",2011.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3.488095238095238,42
1266,1580,Men in Black (a.k.a. MIB),1997.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3.487878787878788,165
2512,3174,Man on the Moon,1999.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3.4871794871794872,39
6933,61323,Burn After Reading,2008.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,3.4871794871794872,39
2892,3702,Mad Max,1979.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3.486842105263158,38
5868,30810,"Life Aquatic with Steve Zissou, The",2004.0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,3.4864864864864864,37
5394,8622,Fahrenheit 9/11,2004.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.4864864864864864,37
591,671,Mystery Science Theater 3000: The Movie,1996.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3.486111111111111,36
483,524,Rudy,1993.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.485294117647059,34
544,597,Pretty Woman,1990.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3.4851851851851854,135
3705,4874,K-PAX,2001.0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,3.484848484848485,33
6600,53322,Ocean's Thirteen,2007.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,3.484848484848485,33
68,1873,"Misérables, Les",1998.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,3.484375,32
67,73,"Misérables, Les",1995.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3.484375,32
69,99149,"Misérables, Les",2012.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,3.484375,32
70,99532,"Misérables, Les",2000.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.484375,32
6727,56174,I Am Legend,2007.0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,3.4838709677419355,62
1835,2321,Pleasantville,1998.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,3.4836065573770494,61
2407,3033,Spaceballs,1987.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3.483050847457627,59
254,277,Miracle on 34th Street,1994.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.481818181818182,55
255,2398,Miracle on 34th Street,1947.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3.481818181818182,55
3726,4901,Spy Game,2001.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,3.4814814814814814,27
3116,3994,Unbreakable,2000.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.4794520547945207,73
844,1031,Bedknobs and Broomsticks,1971.0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3.4791666666666665,24
2378,2993,Thunderball,1965.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,3.4791666666666665,24
1671,2108,L.A. Story,1991.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3.4791666666666665,24
1150,1396,Sneakers,1992.0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,3.4782608695652173,46
212,236,French Kiss,1995.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3.477777777777778,45
1133,1376,Star Trek IV: The Voyage Home,1986.0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3.4767441860465116,43
859,1049,"Ghost and the Darkness, The",1996.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3.4761904761904763,21
1698,2139,"Secret of NIMH, The",1982.0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,3.4761904761904763,21
2536,3210,Fast Times at Ridgemont High,1982.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3.4761904761904763,42
6077,34437,Broken Flowers,2005.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3.4761904761904763,21
917,1127,"Abyss, The",1989.0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,3.475806451612903,62
2448,3081,Sleepy Hollow,1999.0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,3.475806451612903,62
2561,3253,Wayne's World,1992.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3.4754098360655736,61
1731,2174,Beetlejuice,1988.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,3.4725274725274726,91
496,539,Sleepless in Seattle,1993.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3.4716981132075473,106
5926,31696,Constantine,2005.0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,3.4714285714285715,35
315,339,While You Were Sleeping,1995.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3.4693877551020407,98
5487,8917,Team America: World Police,2004.0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,3.46875,32
2563,3255,"League of Their Own, A",1992.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3.466666666666667,45
7961,95167,Brave,2012.0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,3.466666666666667,30
1096,1339,Dracula (Bram Stoker's Dracula),1992.0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,3.4655172413793105,29
49,52,Mighty Aphrodite,1995.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3.4642857142857144,28
2409,77866,Robin Hood,2010.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,3.4642857142857144,42
2408,3034,Robin Hood,1973.0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,3.4642857142857144,42
2522,3186,"Girl, Interrupted",1999.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.4642857142857144,28
2675,3418,Thelma & Louise,1991.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,3.4634146341463414,41
7728,88744,Rise of the Planet of the Apes,2011.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,3.462962962962963,27
2153,2712,Eyes Wide Shut,1999.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,3.4622641509433962,53
228,253,Interview with the Vampire: The Vampire Chronicles,1994.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3.458715596330275,109
3459,4489,Coming to America,1988.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3.4583333333333335,24
